㨆落,lam3 lok6,3
回復正常,wui4 fuk6 zing3 soeng4,3
去玩下,heoi3 waan2 haa5,3
去玩吓,heoi3 waan2 haa5,3
瞓得覺,fan3 dak1 gaau3,3
毆斷,au3 tyun5,3
陳太太,can4 taai3 taai2,3
黃太太,wong4 taai3 taai2,3
李太太,lei5 taai3 taai2,3
林太太,lam4 taai3 taai2,3
張太太,zoeng1 taai3 taai2,3
劉太太,lau4 taai3 taai2,3
梁太太,loeng4 taai3 taai2,3
吳太太,ng4 taai3 taai2,3
楊太太,joeng4 taai3 taai2,3
王太太,wong4 taai3 taai2,3
何太太,ho4 taai3 taai2,3
鄭太太,zeng6 taai3 taai2,3
羅太太,lo4 taai3 taai2,3
謝太太,ze6 taai3 taai2,3
曾太太,zang1 taai3 taai2,3
鍾太太,zung1 taai3 taai2,3
周太太,zau1 taai3 taai2,3
鄧太太,dang6 taai3 taai2,3
葉太太,jip6 taai3 taai2,3
蔡太太,coi3 taai3 taai2,3
朱太太,zyu1 taai3 taai2,3
馮太太,fung4 taai3 taai2,3
許太太,heoi2 taai3 taai2,3
黎太太,lai4 taai3 taai2,3
郭太太,gwok3 taai3 taai2,3
廖太太,liu6 taai3 taai2,3
賴太太,laai6 taai3 taai2,3
盧太太,lou4 taai3 taai2,3
徐太太,ceoi4 taai3 taai2,3
譚太太,taam4 taai3 taai2,3
彭太太,paang4 taai3 taai2,3
蘇太太,sou1 taai3 taai2,3
潘太太,pun1 taai3 taai2,3
余太太,jyu4 taai3 taai2,3
胡太太,wu4 taai3 taai2,3
莫太太,mok6 taai3 taai2,3
温太太,wan1 taai3 taai2,3
邱太太,jau1 taai3 taai2,3
江太太,gong1 taai3 taai2,3
趙太太,ziu6 taai3 taai2,3
蕭太太,siu1 taai3 taai2,3
馬太太,maa5 taai3 taai2,3
唐太太,tong4 taai3 taai2,3
區太太,au1 taai3 taai2,3
歐太太,au1 taai3 taai2,3
袁太太,jyun4 taai3 taai2,3
鄒太太,zau1 taai3 taai2,3
方太太,fong1 taai3 taai2,3
伍太太,ng5 taai3 taai2,3
姚太太,jiu4 taai3 taai2,3
麥太太,mak6 taai3 taai2,3
莊太太,zong1 taai3 taai2,3
高太太,gou1 taai3 taai2,3
陸太太,luk6 taai3 taai2,3
洪太太,hung4 taai3 taai2,3
範太太,faan6 taai3 taai2,3
沈太太,sam2 taai3 taai2,3
呂太太,leoi5 taai3 taai2,3
詹太太,zim1 taai3 taai2,3
魏太太,ngai6 taai3 taai2,3
丘太太,jau1 taai3 taai2,3
杜太太,dou6 taai3 taai2,3
嚴太太,jim4 taai3 taai2,3
孫太太,syun1 taai3 taai2,3
曹太太,cou4 taai3 taai2,3
關太太,gwaan1 taai3 taai2,3
藍太太,laam4 taai3 taai2,3
戴太太,daai3 taai3 taai2,3
龍太太,lung4 taai3 taai2,3
宋太太,sung3 taai3 taai2,3
柯太太,o1 taai3 taai2,3
程太太,cing4 taai3 taai2,3
古太太,gu2 taai3 taai2,3
駱太太,lok3 taai3 taai2,3
孔太太,hung2 taai3 taai2,3
韋太太,wai5 taai3 taai2,3
冼太太,sin2 taai3 taai2,3
翁太太,jung1 taai3 taai2,3
鄺太太,kwong3 taai3 taai2,3
湯太太,tong1 taai3 taai2,3
龐太太,pong4 taai3 taai2,3
董太太,dung2 taai3 taai2,3
凌太太,ling4 taai3 taai2,3
阮太太,jyun2 taai3 taai2,3
雷太太,leoi4 taai3 taai2,3
卓太太,coek3 taai3 taai2,3
甘太太,gam1 taai3 taai2,3
文太太,man4 taai3 taai2,3
崔太太,ceoi1 taai3 taai2,3
巫太太,mou4 taai3 taai2,3
韓太太,hon4 taai3 taai2,3
顏太太,ngaan4 taai3 taai2,3
丁太太,ding1 taai3 taai2,3
岑太太,sam4 taai3 taai2,3
侯太太,hau4 taai3 taai2,3
龔太太,gung1 taai3 taai2,3
石太太,sek6 taai3 taai2,3
薛太太,sit3 taai3 taai2,3
蔣太太,zoeng2 taai3 taai2,3
陳太,can4 taai2,3
黃太,wong4 taai2,3
李太,lei5 taai2,3
林太,lam4 taai2,3
張太,zoeng1 taai2,3
劉太,lau4 taai2,3
梁太,loeng4 taai2,3
吳太,ng4 taai2,3
楊太,joeng4 taai2,3
王太,wong4 taai2,3
何太,ho4 taai2,3
鄭太,zeng6 taai2,3
羅太,lo4 taai2,3
謝太,ze6 taai2,3
曾太,zang1 taai2,3
鍾太,zung1 taai2,3
周太,zau1 taai2,3
鄧太,dang6 taai2,3
葉太,jip6 taai2,3
蔡太,coi3 taai2,3
朱太,zyu1 taai2,3
馮太,fung4 taai2,3
許太,heoi2 taai2,3
黎太,lai4 taai2,3
郭太,gwok3 taai2,3
廖太,liu6 taai2,3
賴太,laai6 taai2,3
盧太,lou4 taai2,3
徐太,ceoi4 taai2,3
譚太,taam4 taai2,3
彭太,paang4 taai2,3
蘇太,sou1 taai2,3
潘太,pun1 taai2,3
余太,jyu4 taai2,3
胡太,wu4 taai2,3
莫太,mok6 taai2,3
温太,wan1 taai2,3
邱太,jau1 taai2,3
江太,gong1 taai2,3
趙太,ziu6 taai2,3
蕭太,siu1 taai2,3
馬太,maa5 taai2,3
唐太,tong4 taai2,3
區太,au1 taai2,3
歐太,au1 taai2,3
袁太,jyun4 taai2,3
鄒太,zau1 taai2,3
方太,fong1 taai2,3
伍太,ng5 taai2,3
姚太,jiu4 taai2,3
麥太,mak6 taai2,3
莊太,zong1 taai2,3
高太,gou1 taai2,3
陸太,luk6 taai2,3
洪太,hung4 taai2,3
範太,faan6 taai2,3
沈太,sam2 taai2,3
呂太,leoi5 taai2,3
詹太,zim1 taai2,3
魏太,ngai6 taai2,3
丘太,jau1 taai2,3
杜太,dou6 taai2,3
嚴太,jim4 taai2,3
孫太,syun1 taai2,3
曹太,cou4 taai2,3
關太,gwaan1 taai2,3
藍太,laam4 taai2,3
戴太,daai3 taai2,3
龍太,lung4 taai2,3
宋太,sung3 taai2,3
柯太,o1 taai2,3
程太,cing4 taai2,3
古太,gu2 taai2,3
駱太,lok3 taai2,3
孔太,hung2 taai2,3
韋太,wai5 taai2,3
冼太,sin2 taai2,3
翁太,jung1 taai2,3
鄺太,kwong3 taai2,3
湯太,tong1 taai2,3
龐太,pong4 taai2,3
董太,dung2 taai2,3
凌太,ling4 taai2,3
阮太,jyun2 taai2,3
雷太,leoi4 taai2,3
卓太,coek3 taai2,3
甘太,gam1 taai2,3
文太,man4 taai2,3
崔太,ceoi1 taai2,3
巫太,mou4 taai2,3
韓太,hon4 taai2,3
顏太,ngaan4 taai2,3
丁太,ding1 taai2,3
岑太,sam4 taai2,3
侯太,hau4 taai2,3
龔太,gung1 taai2,3
石太,sek6 taai2,3
薛太,sit3 taai2,3
蔣太,zoeng2 taai2,3
老陳,lou5 can2,3
老黃,lou5 wong2,3
老李,lou5 lei2,3
老林,lou5 lam2,3
老劉,lou5 lau2,3
老梁,lou5 loeng2,3
老吳,lou5 ng2,3
老楊,lou5 joeng2,3
老王,lou5 wong2,3
老何,lou5 ho2,3
老鄭,lou5 zeng2,3
老羅,lou5 lo2,3
老謝,lou5 ze2,3
老曾,lou5 zang1,3
老鄧,lou5 dang2,3
老葉,lou5 jip2,3
老馮,lou5 fung2,3
老黎,lou5 lai2,3
老廖,lou5 liu2,3
老賴,lou5 laai2,3
老盧,lou5 lou2,3
老徐,lou5 ceoi2,3
老譚,lou5 taam2,3
老彭,lou5 paang2,3
老余,lou5 jyu2,3
老胡,lou5 wu2,3
老莫,lou5 mok2,3
老趙,lou5 ziu2,3
老蕭,lou5 siu1,3
老唐,lou5 tong2,3
老袁,lou5 jyun2,3
老姚,lou5 jiu2,3
老麥,lou5 mak2,3
老陸,lou5 luk2,3
老洪,lou5 hung2,3
老範,lou5 faan2,3
老呂,lou5 leoi2,3
老呂,lou5 leoi1,3
老魏,lou5 ngai2,3
老杜,lou5 dou2,3
老嚴,lou5 jim2,3
老曹,lou5 cou2,3
老藍,lou5 laam2,3
老龍,lou5 lung2,3
老程,lou5 cing2,3
老駱,lou5 lok2,3
老龐,lou5 pong2,3
老凌,lou5 ling2,3
老雷,lou5 leoi2,3
老文,lou5 man2,3
老巫,lou5 mou2,3
老韓,lou5 hon2,3
老顏,lou5 ngaan2,3
老岑,lou5 sam2,3
老侯,lou5 hau2,3
老石,lou5 sek2,3
呢卷,ni1 gyun2,3
呢代,ni1 doi6,3
呢樖,ni1 po1,3
整斷,zing2 tyun5,3
笑吓嘩,siu3 haa6 waa5,3
研究吓,jin4 gau3 haa5,3
吔吓,jaak3 haa5,3
吔下,jaak3 haa5,3
會點樣,wui5 dim2 joeng2,3
瞓到覺,fan3 dou2 gaau3,3
誅住,zoe1 zyu6,3
啊嘛,aa1 maa3,3
你精,nei5 zeng1,3
你精精地,nei5 zeng1 zeng1 dei2,3
你精精哋,nei5 zeng1 zeng1 dei2,3
你精靈,nei5 zing1 ling1,3
妳精,nei5 zeng1,3
妳精精地,nei5 zeng1 zeng1 dei2,3
妳精精哋,nei5 zeng1 zeng1 dei2,3
妳精靈,nei5 zing1 ling1,3
我精靈,ngo5 zing1 ling1,3
佢精靈,keoi5 zing1 ling1,3
鬥精靈,dau3 zing1 ling1,3
扮精靈,baan6 zing1 ling1,3
𧨾下,tam3 haa5,3
𠱁下,tam3 haa5,3
氹下,tam3 haa5,3
𧨾吓,tam3 haa5,3
𠱁吓,tam3 haa5,3
氹吓,tam3 haa5,3
真名,zan1 meng2,3
假名,gaa2 meng2,3
寫名,se2 meng2,3
寫名稱,se2 ming4 cing1,3
層樓,cang4 lau2,3
呢煲,ni1 bou1,3
梗係正,gang2 hai6 zeng3,3
送下,sung3 haa5,3
送吓,sung3 haa5,3
讀過下,duk6 gwo3 haa5,3
睇過下,tai2 gwo3 haa5,3
讀過吓,duk6 gwo3 haa5,3
睇過吓,tai2 gwo3 haa5,3
讀過下面,duk6 gwo3 haa6 min6,3
睇過下面,tai2 gwo3 haa6 min6,3
讀過下邊,duk6 gwo3 haa6 bin1,3
睇過下邊,tai2 gwo3 haa6 bin1,3
讀過下便,duk6 gwo3 haa6 bin6,3
睇過下便,tai2 gwo3 haa6 bin6,3
淨翻,zing6 faan1,3
淨返,zing6 faan1,3
乾淨返,gon1 zeng6 faan1,3
劏魚,tong1 jyu2,3
學廚師,hok6 cyu4 si1,3
做廚師,zou6 cyu4 si1,3
份廚,fan6 cyu2,3
份廚具,fan6 cyu4 geoi6,3
份廚師,fan6 cyu4 si1,3
有伴,jau5 pun5,3
冇伴,mou5 pun5,3
有伴郎,jau5 bun6 long2,3
有伴娘,jau5 bun6 noeng2,3
冇伴郎,mou5 bun6 long2,3
冇伴娘,mou5 bun6 noeng2,3
無伴郎,mou4 bun6 long2,3
無伴娘,mou4 bun6 noeng2,3
個伴,go3 pun5,3
個伴娘,go3 bun6 noeng2,3
個伴郎,go3 bun6 long2,3
精你,zeng1 nei5,3
蘸啲,jaam5 di1,3
夠蘸,gau3 jaam5,3
食魚糧,sik6 jyu4 loeng4,3
食魚蛋,sik6 jyu4 daan2,3
食魚,sik6 jyu2,3
食魚子,sik6 jyu4 zi2,3
食魚毛,sik6 jyu4 mou1,3
食魚肉,sik6 jyu4 juk6,3
食魚骨,sik6 jyu4 gwat1,3
食魚頭,sik6 jyu4 tau4,3
食魚柳,sik6 jyu4 lau5,3
食魚腩,sik6 jyu4 naam5,3
嘅魚檔,ge3 jyu4 dong3,3
嘅魚糧,ge3 jyu4 loeng4,3
嘅魚排,ge3 jyu4 paai4,3
嘅魚蛋,ge3 jyu4 daan2,3
嘅魚,ge3 jyu2,3
嘅魚子,ge3 jyu4 zi2,3
嘅魚毛,ge3 jyu4 mou1,3
失敗樣,sat1 baai6 joeng2,3
呢條女,ni1 tiu4 neoi2,3
嗰條女,go2 tiu4 neoi2,3
撐枱腳,caang3 toi2 goek3,3
撐檯腳,caang3 toi2 goek3,3
撐台腳,caang3 toi2 goek3,3
撐臺腳,caang3 toi2 goek3,3
撐住,caang3 zyu6,3
撐唔,caang3 m4,3
唔撐,m4 caang3,3
點撐,dim2 caang3,3
都撐,dou1 caang3,3
乜嘢撐,mat1 je5 caang3,3
乜撐,mat1 caang3,3
咩撐,me1 caang3,3
撐乜嘢,caang3 mat1 je5,3
撐乜,caang3 mat1,3
撐咩,caang3 me1,3
死撐,sei2 caang3,3
再撐,zoi3 caang3,3
撐佢,caang3 keoi5,3
撐你,caang3 nei5,3
撐妳,caang3 nei5,3
撐我,caang3 ngo5,3
撐吓,caang3 haa5,3
撐下,caang3 haa5,3
去撐,heoi3 caang3,3
人撐,jan4 caang3,3
要撐,jiu3 caang3,3
大佬撐,daai6 lou2 caang3,3
使撐,sai2 caang3,3
係撐,hai6 caang3,3
撐硬,caang3 ngaang6,3
撐到,caang3 dou3,3
撐緪,caang3 hang4,3
仲撐,zung6 caang3,3
撐得,caang3 dak1,3
撐行,caang3 hang4,3
撐拫,caang3 hang4,3
撐都撐,caang3 dou1 caang3,3
撐到底,caang3 dou3 dai2,3
窗撐,coeng1 caang3,3
撐多,caang3 do1,3
撐晒,caang3 saai3,3
撐澌,caang3 saai3,3
撐過,caang3 gwo3,3
撐唔落,caang3 m4 lok6,3
撐落,caang3 lok6,3
撐唔過,caang3 m4 gwo3,3
撐咪撐,caang3 mai6 caang3,3
督撐,duk1 caang3,3
快啲撐,faai3 di1 caang1,3
撐快,caang1 faai3,3
架撐,gaa3 caang1,3
撐腰,caang1 jiu1,3
撐艇,caang1 teng5,3
充撐下,cung1 caang1 haa5,3
支撐住,zi1 caang1 zyu6,3
支撐,zi1 caang1,3
撐開,zaang6 hoi1,3
撈魚,laau4 jyu2,3
撈蝦,laau4 haa1,3
撈魚毛,laau4 jyu4 mou1,3
撈上,laau4 soeng5,3
咩名堂,me1 ming4 tong4,3
乜嘢名,mat1 je5 meng2,3
乜名,mat1 meng2,3
乜嘢名堂,mat1 je5 ming4 tong4,3
咩名譽,me1 ming4 jyu6,3
咩名氣,me1 ming4 hei3,3
乜嘢名譽,mat1 je5 ming4 jyu6,3
乜嘢名氣,mat1 je5 ming4 hei3,3
乜名譽,mat1 ming4 jyu6,3
乜名氣,mat1 ming4 hei3,3
飲下去,jam2 haa6 heoi3,3
兩兩相對,loeng5 loeng5 soeng1 deoi3,3
兩兩鴛鴦,loeng5 loeng5 jyun1 joeng1,3
兩兩一組,loeng5 loeng5 jat1 zou2,3
三三兩兩,saam1 saam1 loeng5 loeng5,3
兩兩,loeng5 loeng2,3
品評下,ban2 ping4 haa5,3
品評吓,ban2 ping4 haa5,3
嘅名,ge3 meng2,3
嘅名義,ge3 ming4 ji6,3
嘅名譽,ge3 ming4 jyu6,3
嘅名妓,ge3 ming4 gei6,3
嘅名單,ge3 ming4 daan1,3
嘅名氣,ge3 ming4 hei3,3
嘅名編,ge3 ming4 pin1,3
嘅名作,ge3 ming4 zok3,3
嘅名分,ge3 ming4 fan6,3
嘅名字,ge3 ming4 zi6,3
嘅名畫,ge3 ming4 waa2,3
嘅名醫,ge3 ming4 ji1,3
嘅名流,ge3 ming4 lau4,3
嘅名門,ge3 ming4 mun4,3
嘅名份,ge3 ming4 fan6,3
嘅名貴,ge3 ming4 gwai3,3
嘅名將,ge3 ming4 zoeng3,3
嘅名稱,ge3 ming4 cing1,3
嘅名堂,ge3 ming4 tong4,3
個名攝,go3 ming4  sip3,3
個名編,go3 ming4  pin1,3
個名單,go3 ming4 daan1,3
幾多位,gei2 do1 wai2,3
俾吓面,bei2 haa5 min2,3
條魚,tiu4 jyu2,3
揾魚,wan2 jyu2,3
揾魚毛,wan2 jyu4 mou1,3
條魚毛,tiu4 jyu4 mou1,3
搵魚,wan2 jyu2,3
搵魚毛,wan2 jyu4 mou1,3
䊆魚,gau6 jyu2,3
參觀下,caam1 gun1 haa5,3
參觀下邊,caam1 gun1 haa6 bin6,3
參觀下低,caam1 gun1 haa6 dai1,3
參觀下面,caam1 gun1 haa6 min6,3
參觀下便,caam1 gun1 haa6 bin6,3
參觀下水道,caam1 gun1 haa6 seoi2 dou6,3
輕鬆下,hing1 sung1 haa5,3
輕鬆吓,hing1 sung1 haa5,3
參觀吓,caam1 gun1 haa5,3
舒服下,syu1 fuk6 haa5,3
舒服吓,syu1 fuk6 haa5,3
咯嗬,lo3 ho2,3
啊嗬,aa3 ho2,3
呀嗬,aa4 ho2,3
吖嗬,aa1 ho2,3
㗎嗬,gaa3 ho2,3
嘅嗬,ge3 ho2,3
個嗬,go3 ho2,3
囉嗬,lo1 ho2,3
咋嗬,zaa3 ho2,3
嚹嗬,laa3 ho2,3
啦嗬,laa1 ho2,3
喇嗬,laa3 ho2,3
啫嗬,ze1 ho2,3
唧嗬,zek1 ho2,3
呢嗬,ne1 ho2,3
喎嗬,wo3 ho2,3
咩嗬,me1 ho2,3
咯呵,lo3 ho2,3
啊呵,aa3 ho2,3
呀呵,aa4 ho2,3
吖呵,aa1 ho2,3
㗎呵,gaa3 ho2,3
嘅呵,ge3 ho2,3
個呵,go3 ho2,3
囉呵,lo1 ho2,3
咋呵,zaa3 ho2,3
嚹呵,laa3 ho2,3
啦呵,laa1 ho2,3
喇呵,laa3 ho2,3
啫呵,ze1 ho2,3
唧呵,zek1 ho2,3
呢呵,ne1 ho2,3
喎呵,wo3 ho2,3
咩呵,me1 ho2,3
光明頂,gwong1 ming4 deng2,3
醒得,seng2 dak1,3
醒快,seng2 faai3,3
之位,zi1 wai6,3
抖下,tau2 haa5,3
抖吓,tau2 haa5,3
抖抖,tau2 tau2,3
調返轉,diu6 faan1 zyun3,3
調翻轉,diu6 faan1 zyun3,3
掉返轉,diu6 faan1 zyun3,3
掉翻轉,diu6 faan1 zyun3,3
啊笨,aa1 ban6,3
啊嗱,aa3 naa4,3
呀笨,aa1 ban6,3
呀嗱,aa3 naa4,3
牛牛,ngau4 ngau2,3
狗狗,gau4 gau2,3
瑩瑩,jing4 jing2,3
毛毛,mou4 mou1,3
良心話我,loeng4 sam1 waa6 ngo5,3
良心話你,loeng4 sam1 waa6 nei5,3
良心話佢,loeng4 sam1 waa6 keoi5,3
良心話妳,loeng4 sam1 waa6 nei5,3
良心話俾,loeng4 sam1 waa6 bei2,3
良心話畀,loeng4 sam1 waa6 bei2,3
人樣,jan4 joeng2,3
唦唦滾,saa4 saa4 gwan2,3
嗄嗄滾,saa4 saa4 gwan2,3
洛哥,lak1 go4,3
睇住下,tai2 zyu6 haa5,3
睇住吓,tai2 zyu6 haa5,3
睇住下邊,tai2 zyu6 haa6 bin6,3
睇住下便,tai2 zyu6 haa6 bin6,3
睇住下低,tai2 zyu6 haa6 dai1,3
睇住下面,tai2 zyu6 haa6 min6,3
溝到,kau1 dou2,3
𢵄到,cou5 dou2,3
𢵄啲,cou5 di1,3
𢵄到而家,cou5 dou3 ji4 gaa1,3
𢵄錢,cou5 cin2,3
𢵄埋,cou5 maai4,3
𢵄首期,cou5 sau2 kei4,3
𢵄𢵄埋埋,cou5 cou5 maai4 maai4,3
𢵄起,cou5 hei2,3
𢵄喺,cou5 hai2,3
𢵄千,cou5 cin1,3
𢵄多,cou5 do1,3
𢵄五,cou5 ng5,3
𢵄夠,cou5 gau3,3
𢵄㗎,cou5 gaa3,3
𢵄嘅,cou5 ge3,3
𢵄緊,cou5 gan2,3
鍾意𢵄,zung1 ji3 cou5,3
𢵄定,cou5 ding6,3
𢵄幾,cou5 gei2,3
𢵄咗,cou5 zo2,3
要𢵄,jiu3 cou5,3
𢵄吖,cou5 aa1,3
𢵄返,cou5 faan2,3
蒞𢵄,lei6 cou5,3
嚟𢵄,lai4 cou5,3
𢵄過,cou5 gwo3,3
你𢵄,nei5 cou5,3
我𢵄,ngo5 cou5,3
佢𢵄,keoi5 cou5,3
年𢵄,nin4 cou5,3
月𢵄,jyut6 cou5,3
𢵄筆,cou5 bat1,3
𢵄二,cou5 ji6,3
𢵄齊,cou5 cai4,3
𢵄住,cou5 zyu6,3
𢵄三,cou5 saam1,3
𢵄一,cou5 jat1,3
𢵄四,cou5 sei3,3
𢵄六,cou5 luk6,3
𢵄七,cou5 cat1,3
𢵄八,cou5 baat3,3
儲到,cou5 dou2,3
儲啲,cou5 di1,3
儲到而家,cou5 dou3 ji4 gaa1,3
儲錢,cou5 cin2,3
儲埋,cou5 maai4,3
儲首期,cou5 sau2 kei4,3
儲儲埋埋,cou5 cou5 maai4 maai4,3
儲起,cou5 hei2,3
儲喺,cou5 hai2,3
儲千,cou5 cin1,3
儲多,cou5 do1,3
儲五,cou5 ng5,3
儲夠,cou5 gau3,3
儲㗎,cou5 gaa3,3
儲嘅,cou5 ge3,3
儲緊,cou5 gan2,3
鍾意儲,zung1 ji3 cou5,3
儲定,cou5 ding6,3
儲幾,cou5 gei2,3
儲咗,cou5 zo2,3
要儲,jiu3 cou5,3
儲吖,cou5 aa1,3
儲返,cou5 faan2,3
蒞儲,lei6 cou5,3
嚟儲,lai4 cou5,3
儲過,cou5 gwo3,3
你儲,nei5 cou5,3
我儲,ngo5 cou5,3
佢儲,keoi5 cou5,3
年儲,nin4 cou5,3
月儲,jyut6 cou5,3
儲筆,cou5 bat1,3
儲二,cou5 ji6,3
儲齊,cou5 cai4,3
儲住,cou5 zyu6,3
儲三,cou5 saam1,3
儲一,cou5 jat1,3
儲四,cou5 sei3,3
儲六,cou5 luk6,3
儲七,cou5 cat1,3
儲八,cou5 baat3,3
欣賞下,jan1 soeng2 haa5,3
欣賞吓,jan1 soeng2 haa5,3
欣賞下面,jan1 soeng2 haa6 min6,3
欣賞下邊,jan1 soeng2 haa6 bin6,3
欣賞下便,jan1 soeng2 haa6 bin6,3
欣賞下一,jan1 soeng2 haa6 jat1,3
上蒞,soeng5 lei6,3
筆數,bat1 sou3,3
著數,zoek6 sou3,3
盤數,pun4 sou3,3
數十吓,sou2 sap6 haa5,3
數十下,sou2 sap6 haa5,3
自己數,zi6 gei2 sou2,3
你數吓,nei5 sou2 haa5,3
佢數吓,keoi5 sou2 haa5,3
我數吓,ngo5 sou2 haa5,3
你數下,nei5 sou2 haa5,3
佢數下,keoi5 sou2 haa5,3
我數下,ngo5 sou2 haa5,3
數下,sou2 haa5,3
數過,sou2 gwo3,3
數到,sou2 dou2,3
心數,sam1 sou2,3
咪數,mai5 sou2,3
會數,wui5 sou2,3
數唔晒,sou2 m4 saai3,3
數起,sou2 hei2,3
數完,sou2 jyun4,3
數乜,sou2 mat1,3
數咩,sou2 me1,3
數緊,sou2 gan2,3
未數,mei6 sou2,3
而家數,ji4 gaa1 sou2,3
數白,sou2 baak6,3
數星,sou2 sing1,3
數綿羊,sou2 min4 joeng2,3
數住,sou2 zyu6,3
數定,sou2 ding6,3
數一數,sou2 jat1 sou2,3
數咁耐,sou2 gam3 noi6,3
使數,si2 sou2,3
要數,jiu3 sou2,3
數我,sou2 ngo5,3
數你,sou2 nei5,3
數佢,sou2 keoi5,3
數理由,sou2 lei5 jau4,3
數來數去,sou2 loi4 sou2 heoi3,3
數嚟數去,sou2 lai4 sou2 heoi3,3
數蒞數去,sou2 lei6 sou2 heoi3,3
數都數,sou2 dou1 sou2,3
數數佢,sou2 sou2 keoi5,3
再數,zoi3 sou2,3
數錢,sou2 cin2,3
你數,nei5 sou2,3
我數,ngo5 sou2,3
數一,sou2 jat1,3
數二,sou2 ji6,3
數三,sou2 saam1,3
佢數,keoi5 sou2,3
數吓,sou2 haa5,3
入你數,jap6 nei5 sou3,3
入我數,jap6 ngo5 sou3,3
入佢數,jap6 keoi5 sou3,3
入晒你數,jap6 saai3 nei5 sou3,3
入晒我數,jap6 saai3 ngo5 sou3,3
入晒佢數,jap6 saai3 keoi5 sou3,3
佢數簿,keoi5 sou3 bou2,3
你數簿,nei5 sou3 bou2,3
我數簿,ngo5 sou3 bou2,3
過到數,gwo3 dou2 sou3,3
片數,pin2 sou3,3
粉數,fan2 sou3,3
怗數,dim6 sou3,3
數定單,sou3 ding6 daan1,3
啲數,di1 sou3,3
嘅數,ge3 sou3,3
嘅數簿,ge3 sou3 bou2,3
坐下邊,co5 haa5 bin6,3
坐下便,co5 haa5 bin6,3
坐下低,co5 haa5 dai1,3
坐下面,co5 haa5 min6,3
企下,kei5 haa5,3
企吓,kei5 haa5,3
坐吓,co5 haa5,3
徛下,kei5 haa5,3
徛吓,kei5 haa5,3
徛下邊,kei5 haa6 bin6,3
徛下便,kei5 haa6 bin6,3
徛下低,kei5 haa6 dai1,3
徛下面,kei5 haa6 min6,3
握下,aak1 haa5,3
握吓,aak1 haa5,3
實習吓,sat6 zaap6 haa5,3
實習下,sat6 zaap6 haa5,3
解差,gaai3 caai1,3
着裙,zoek3 kwan4,3
着底褲,zoek3 dai2 fu3,3
着短褲,zoek3 dyun2 fu3,3
着住條,zoek3 zyu6 tiu4,3
着住件,zoek3 zyu6 gin6,3
着條,zoek3 tiu4,3
着件,zoek3 gin6,3
着襪,zoek3 mat6,3
着鞋,zoek3 haai4,3
着孖煙囱,zoek3 maa1 jin1 tung1,3
着孖煙通,zoek3 maa1 jin1 tung1,3
附著,fu6 zoek6,3
著裙,zoek3 kwan4,3
著底褲,zoek3 dai2 fu3,3
著短褲,zoek3 dyun2 fu3,3
著住條,zoek3 zyu6 tiu4,3
著住件,zoek3 zyu6 gin6,3
著條,zoek3 tiu4,3
著件,zoek3 gin6,3
著襪,zoek3 mat6,3
著鞋,zoek3 haai4,3
著孖煙囱,zoek3 maa1 jin1 tung1,3
著孖煙通,zoek3 maa1 jin1 tung1,3
食鱼,sik6 jyu2,3
彈下,taan4 haa5,3
彈吓,taan4 haa5,3
考下,haau2 haa5,3
參考下欄,caam1 haau2 haa6 laan4,3
參考下邊,caam1 haau2 haa6 bin6,3
參考下便,caam1 haau2 haa6 bin6,3
參考下面,caam1 haau2 haa6 min6,3
